C:\Users\Amer\Documents\IMG\center_2018_07_06_16_42_54_442.jpg,C:\Users\Amer\Documents\IMG\left_2018_07_06_16_42_54_442.jpg,C:\Users\Amer\Documents\IMG\right_2018_07_06_16_42_54_442.jpg,0,0,0,2.13922E-06
C:\Users\Amer\Documents\IMG\center_2018_07_06_16_42_54_489.jpg,C:\Users\Amer\Documents\IMG\left_2018_07_06_16_42_54_489.jpg,C:\Users\Amer\Documents\IMG\right_2018_07_06_16_42_54_489.jpg,0,0,0,2.924492E-06
C:\Users\Amer\Documents\IMG\center_2018_07_06_16_42_54_552.jpg,C:\Users\Amer\Documents\IMG\left_2018_07_06_16_42_54_552.jpg,C:\Users\Amer\Documents\IMG\right_2018_07_06_16_42_54_552.jpg,0,0,0,2.783434E-06
C:\Users\Amer\Documents\IMG\center_2018_07_06_16_42_54_623.jpg,C:\Users\Amer\Documents\IMG\left_2018_07_06_16_42_54_623.jpg,C:\Users\Amer\Documents\IMG\right_2018_07_06_16_42_54_623.jpg,0,0,0,1.408283E-06
C:\Users\Amer\Documents\IMG\center_2018_07_06_16_42_54_695.jpg,C:\Users\Amer\Documents\IMG\left_2018_07_06_16_42_54_695.jpg,C:\Users\Amer\Documents\IMG\right_2018_07_06_16_42_54_695.jpg,0,0,0,2.368238E-06
C:\Users\Amer\Documents\IMG\center_2018_07_06_16_42_54_765.jpg,C:\Users\Amer\Documents\IMG\left_2018_07_06_16_42_54_765.jpg,C:\Users\Amer\Documents\IMG\right_2018_07_06_16_42_54_765.jpg,0,0,0,5.852089E-06
C:\Users\Amer\Documents\IMG\center_2018_07_06_16_42_54_835.jpg,C:\Users\Amer\Documents\IMG\left_2018_07_06_16_42_54_835.jpg,C:\Users\Amer\Documents\IMG\right_2018_07_06_16_42_54_835.jpg,0,0,0,2.182247E-06
C:\Users\Amer\Documents\IMG\center_2018_07_06_16_42_54_902.jpg,C:\Users\Amer\Documents\IMG\left_2018_07_06_16_42_54_902.jpg,C:\Users\Amer\Documents\IMG\right_2018_07_06_16_42_54_902.jpg,0,0,0,1.111957E-06
C:\Users\Amer\Documents\IMG\center_2018_07_06_16_42_55_049.jpg,C:\Users\Amer\Documents\IMG\left_2018_07_06_16_42_55_049.jpg,C:\Users\Amer\Documents\IMG\right_2018_07_06_16_42_55_049.jpg,0,0.356358,0,0.3995707
C:\Users\Amer\Documents\IMG\center_2018_07_06_16_42_55_117.jpg,C:\Users\Amer\Documents\IMG\left_2018_07_06_16_42_55_117.jpg,C:\Users\Amer\Documents\IMG\right_2018_07_06_16_42_55_117.jpg,0,0.5701259,0,0.8075986
C:\Users\Amer\Documents\IMG\center_2018_07_06_16_42_55_184.jpg,C:\Users\Amer\Documents\IMG\left_2018_07_06_16_42_55_184.jpg,C:\Users\Amer\Documents\IMG\right_2018_07_06_16_42_55_184.jpg,0,0.7549798,0,1.283172
C:\Users\Amer\Documents\IMG\center_2018_07_06_16_42_55_255.jpg,C:\Users\Amer\Documents\IMG\left_2018_07_06_16_42_55_255.jpg,C:\Users\Amer\Documents\IMG\right_2018_07_06_16_42_55_255.jpg,0,0.9287637,0,1.956366
C:\Users\Amer\Documents\IMG\center_2018_07_06_16_42_55_323.jpg,C:\Users\Amer\Documents\IMG\left_2018_07_06_16_42_55_323.jpg,C:\Users\Amer\Documents\IMG\right_2018_07_06_16_42_55_323.jpg,-0.1,1,0,2.904241
C:\Users\Amer\Documents\IMG\center_2018_07_06_16_42_55_394.jpg,C:\Users\Amer\Documents\IMG\left_2018_07_06_16_42_55_394.jpg,C:\Users\Amer\Documents\IMG\right_2018_07_06_16_42_55_394.jpg,-0.02479547,1,0,3.604456
C:\Users\Amer\Documents\IMG\center_2018_07_06_16_42_55_465.jpg,C:\Users\Amer\Documents\IMG\left_2018_07_06_16_42_55_465.jpg,C:\Users\Amer\Documents\IMG\right_2018_07_06_16_42_55_465.jpg,-0.05,1,0,4.542177
C:\Users\Amer\Documents\IMG\center_2018_07_06_16_42_55_533.jpg,C:\Users\Amer\Documents\IMG\left_2018_07_06_16_42_55_533.jpg,C:\Users\Amer\Documents\IMG\right_2018_07_06_16_42_55_533.jpg,-0.2,1,0,5.233867
C:\Users\Amer\Documents\IMG\center_2018_07_06_16_42_55_605.jpg,C:\Users\Amer\Documents\IMG\left_2018_07_06_16_42_55_605.jpg,C:\Users\Amer\Documents\IMG\right_2018_07_06_16_42_55_605.jpg,-0.2710025,1,0,6.144008
C:\Users\Amer\Documents\IMG\center_2018_07_06_16_42_55_672.jpg,C:\Users\Amer\Documents\IMG\left_2018_07_06_16_42_55_672.jpg,C:\Users\Amer\Documents\IMG\right_2018_07_06_16_42_55_672.jpg,-0.08566579,1,0,6.832874
C:\Users\Amer\Documents\IMG\center_2018_07_06_16_42_55_745.jpg,C:\Users\Amer\Documents\IMG\left_2018_07_06_16_42_55_745.jpg,C:\Users\Amer\Documents\IMG\right_2018_07_06_16_42_55_745.jpg,0,1,0,7.740373
C:\Users\Amer\Documents\IMG\center_2018_07_06_16_42_55_817.jpg,C:\Users\Amer\Documents\IMG\left_2018_07_06_16_42_55_817.jpg,C:\Users\Amer\Documents\IMG\right_2018_07_06_16_42_55_817.jpg,0,1,0,8.644525
C:\Users\Amer\Documents\IMG\center_2018_07_06_16_42_55_884.jpg,C:\Users\Amer\Documents\IMG\left_2018_07_06_16_42_55_884.jpg,C:\Users\Amer\Documents\IMG\right_2018_07_06_16_42_55_884.jpg,0,1,0,9.318218
C:\Users\Amer\Documents\IMG\center_2018_07_06_16_42_55_954.jpg,C:\Users\Amer\Documents\IMG\left_2018_07_06_16_42_55_954.jpg,C:\Users\Amer\Documents\IMG\right_2018_07_06_16_42_55_954.jpg,0,1,0,9.987956
C:\Users\Amer\Documents\IMG\center_2018_07_06_16_42_56_023.jpg,C:\Users\Amer\Documents\IMG\left_2018_07_06_16_42_56_023.jpg,C:\Users\Amer\Documents\IMG\right_2018_07_06_16_42_56_023.jpg,-0.2,1,0,10.86334
C:\Users\Amer\Documents\IMG\center_2018_07_06_16_42_56_091.jpg,C:\Users\Amer\Documents\IMG\left_2018_07_06_16_42_56_091.jpg,C:\Users\Amer\Documents\IMG\right_2018_07_06_16_42_56_091.jpg,-0.35,1,0,11.59122
C:\Users\Amer\Documents\IMG\center_2018_07_06_16_42_56_162.jpg,C:\Users\Amer\Documents\IMG\left_2018_07_06_16_42_56_162.jpg,C:\Users\Amer\Documents\IMG\right_2018_07_06_16_42_56_162.jpg,-0.2007827,1,0,12.40854
C:\Users\Amer\Documents\IMG\center_2018_07_06_16_42_56_228.jpg,C:\Users\Amer\Documents\IMG\left_2018_07_06_16_42_56_228.jpg,C:\Users\Amer\Documents\IMG\right_2018_07_06_16_42_56_228.jpg,-0.02140099,1,0,12.9048
C:\Users\Amer\Documents\IMG\center_2018_07_06_16_42_56_298.jpg,C:\Users\Amer\Documents\IMG\left_2018_07_06_16_42_56_298.jpg,C:\Users\Amer\Documents\IMG\right_2018_07_06_16_42_56_298.jpg,0,1,0,13.773
C:\Users\Amer\Documents\IMG\center_2018_07_06_16_42_56_368.jpg,C:\Users\Amer\Documents\IMG\left_2018_07_06_16_42_56_368.jpg,C:\Users\Amer\Documents\IMG\right_2018_07_06_16_42_56_368.jpg,-0.1,1,0,14.56266
C:\Users\Amer\Documents\IMG\center_2018_07_06_16_42_56_439.jpg,C:\Users\Amer\Documents\IMG\left_2018_07_06_16_42_56_439.jpg,C:\Users\Amer\Documents\IMG\right_2018_07_06_16_42_56_439.jpg,-0.3,1,0,15.3574
C:\Users\Amer\Documents\IMG\center_2018_07_06_16_42_56_507.jpg,C:\Users\Amer\Documents\IMG\left_2018_07_06_16_42_56_507.jpg,C:\Users\Amer\Documents\IMG\right_2018_07_06_16_42_56_507.jpg,-0.3672863,1,0,15.8634
C:\Users\Amer\Documents\IMG\center_2018_07_06_16_42_56_577.jpg,C:\Users\Amer\Documents\IMG\left_2018_07_06_16_42_56_577.jpg,C:\Users\Amer\Documents\IMG\right_2018_07_06_16_42_56_577.jpg,-0.1340349,1,0,16.71272
C:\Users\Amer\Documents\IMG\center_2018_07_06_16_42_56_646.jpg,C:\Users\Amer\Documents\IMG\left_2018_07_06_16_42_56_646.jpg,C:\Users\Amer\Documents\IMG\right_2018_07_06_16_42_56_646.jpg,0,1,0,17.39026
C:\Users\Amer\Documents\IMG\center_2018_07_06_16_42_56_715.jpg,C:\Users\Amer\Documents\IMG\left_2018_07_06_16_42_56_715.jpg,C:\Users\Amer\Documents\IMG\right_2018_07_06_16_42_56_715.jpg,-0.1,1,0,17.97052
C:\Users\Amer\Documents\IMG\center_2018_07_06_16_42_56_783.jpg,C:\Users\Amer\Documents\IMG\left_2018_07_06_16_42_56_783.jpg,C:\Users\Amer\Documents\IMG\right_2018_07_06_16_42_56_783.jpg,-0.2948595,1,0,18.7828
C:\Users\Amer\Documents\IMG\center_2018_07_06_16_42_56_880.jpg,C:\Users\Amer\Documents\IMG\left_2018_07_06_16_42_56_880.jpg,C:\Users\Amer\Documents\IMG\right_2018_07_06_16_42_56_880.jpg,-0.00440805,1,0,19.80603
C:\Users\Amer\Documents\IMG\center_2018_07_06_16_42_56_952.jpg,C:\Users\Amer\Documents\IMG\left_2018_07_06_16_42_56_952.jpg,C:\Users\Amer\Documents\IMG\right_2018_07_06_16_42_56_952.jpg,0,1,0,20.3963
C:\Users\Amer\Documents\IMG\center_2018_07_06_16_42_57_022.jpg,C:\Users\Amer\Documents\IMG\left_2018_07_06_16_42_57_022.jpg,C:\Users\Amer\Documents\IMG\right_2018_07_06_16_42_57_022.jpg,0,1,0,21.20161
C:\Users\Amer\Documents\IMG\center_2018_07_06_16_42_57_095.jpg,C:\Users\Amer\Documents\IMG\left_2018_07_06_16_42_57_095.jpg,C:\Users\Amer\Documents\IMG\right_2018_07_06_16_42_57_095.jpg,-0.05,1,0,21.81213
C:\Users\Amer\Documents\IMG\center_2018_07_06_16_42_57_167.jpg,C:\Users\Amer\Documents\IMG\left_2018_07_06_16_42_57_167.jpg,C:\Users\Amer\Documents\IMG\right_2018_07_06_16_42_57_167.jpg,-0.25,1,0,22.57591
C:\Users\Amer\Documents\IMG\center_2018_07_06_16_42_57_236.jpg,C:\Users\Amer\Documents\IMG\left_2018_07_06_16_42_57_236.jpg,C:\Users\Amer\Documents\IMG\right_2018_07_06_16_42_57_236.jpg,-0.1932895,1,0,23.32479
C:\Users\Amer\Documents\IMG\center_2018_07_06_16_42_57_306.jpg,C:\Users\Amer\Documents\IMG\left_2018_07_06_16_42_57_306.jpg,C:\Users\Amer\Documents\IMG\right_2018_07_06_16_42_57_306.jpg,-0.002757693,1,0,23.9068
C:\Users\Amer\Documents\IMG\center_2018_07_06_16_42_57_379.jpg,C:\Users\Amer\Documents\IMG\left_2018_07_06_16_42_57_379.jpg,C:\Users\Amer\Documents\IMG\right_2018_07_06_16_42_57_379.jpg,0,1,0,24.67535
C:\Users\Amer\Documents\IMG\center_2018_07_06_16_42_57_449.jpg,C:\Users\Amer\Documents\IMG\left_2018_07_06_16_42_57_449.jpg,C:\Users\Amer\Documents\IMG\right_2018_07_06_16_42_57_449.jpg,0,1,0,25.25097
C:\Users\Amer\Documents\IMG\center_2018_07_06_16_42_57_519.jpg,C:\Users\Amer\Documents\IMG\left_2018_07_06_16_42_57_519.jpg,C:\Users\Amer\Documents\IMG\right_2018_07_06_16_42_57_519.jpg,-0.2,1,0,26.00069
C:\Users\Amer\Documents\IMG\center_2018_07_06_16_42_57_591.jpg,C:\Users\Amer\Documents\IMG\left_2018_07_06_16_42_57_591.jpg,C:\Users\Amer\Documents\IMG\right_2018_07_06_16_42_57_591.jpg,-0.35,1,0,26.5196
C:\Users\Amer\Documents\IMG\center_2018_07_06_16_42_57_663.jpg,C:\Users\Amer\Documents\IMG\left_2018_07_06_16_42_57_663.jpg,C:\Users\Amer\Documents\IMG\right_2018_07_06_16_42_57_663.jpg,-0.2285465,1,0,27.21585
C:\Users\Amer\Documents\IMG\center_2018_07_06_16_42_57_734.jpg,C:\Users\Amer\Documents\IMG\left_2018_07_06_16_42_57_734.jpg,C:\Users\Amer\Documents\IMG\right_2018_07_06_16_42_57_734.jpg,-0.1903655,1,0,27.77299
C:\Users\Amer\Documents\IMG\center_2018_07_06_16_42_57_803.jpg,C:\Users\Amer\Documents\IMG\left_2018_07_06_16_42_57_803.jpg,C:\Users\Amer\Documents\IMG\right_2018_07_06_16_42_57_803.jpg,0,1,0,28.51276
